Blog_ID,Author,Author_ID,Title,Publication_Date,Blog Text
w5ED1113G9,Logan Miller,MvdhzWurrd,Magical Secret Under the Sea,1997-08-20,"Ballmer: ""Necesitas ser un científico para manejar Android"" http://t.co/7iEeAtNR #Microsoft #Steve_Ballmer #SteveBallmer #Windows_Phone"
StzSnPzNGp,Aiden Harris,hl8RxZpGXn,Fantastic Secret Under the Sea,1997-06-02,now watching live stream of  #Google new mobile #Nexus
zP0RYlS794,Liam Thomas,R21xcHWKOx,Magical Adventure in the Mountains,1999-01-09,RT @SaeldesN: @AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?
JJMVsGQbo3,Ivy Lee,Rb1NFDvAyc,Fantastic Secret of the Ancient World,1920-01-16,Nueva tecnología convierte cualquier superficie en una pantalla multitactil. http://t.co/EDibLL5V #Microsoft #omnitouch
8pCZBB2cws,Matthew Hernandez,VTpcd47P2Q,Fantastic Journey in the Mountains,1905-03-15,#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename “Concero” http://t.co/TSYXWdKh  #Cloud
AkLw9KU3mZ,Jack Perez,VXcuPbNMX5,Magical Story in the Future,1912-02-17,"@KushKitty420 you, #Facebook #twitter and the #tv are all #distractions whenever I wanna study ;("
n0vkmTFbAY,Bob Moore,OfdQyvRues,Incredible Adventure Under the Sea,2011-06-04,RT @infamarketplace: Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/j ...
XTLMBwEAYW,Liam Robinson,cDYYx48vQN,Incredible Story in the Future,1979-01-23,"So ya my ITunes is in Japanese???
@apple
#lostasamothafucka"
oIbbULBDcx,Logan Lewis,NHXnYZCLG3,Amazing Life in the Mountains,1927-10-03,RT @marcfletcher: #Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica
ruzy3hGeeb,David Harris,KHz7l4pv4v,Amazing Story in the Mountains,1959-05-13,"no kidding “@thejabberwockey: Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...”"
V9c314vqrL,Liam Davis,RmxnaNERSC,Mysterious Journey in the Future,1977-11-02,#Twitter #Followers #Free: http://t.co/63VeKuZr
G7MAzKpl5I,Eve Lopez,Cjaugu7N3M,Magical Story in the Mountains,1910-12-25,Están de flojera los topic tender en #twitter
vxVRufNLlW,Liam White,aWzUNyVc9u,Amazing Story of the Ancient World,2009-02-12,"ICS looks awesome, please let me have it on my phone!  #android #google #motorola"
jonOtWCJLc,Mia Smith,4UZJ0jXWND,Fantastic Adventure of the Ancient World,1987-08-12,@JosialBass Dios mio !!! #Android no tiene #Limites!! RT@JosialBass: El nuevo #Android de #Google: #GalaxyNexus 4.0... http://t.co/fxqXDQb8
J5Zau0dqfk,Amelia Gonzalez,dlQUWH9pcA,Magical Secret in the Mountains,1933-03-07,#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN
oyNK5XhsWQ,Ethan Wilson,xomlUn3gIV,Magical Story Under the Sea,1955-08-11,@BADDchikkENT See What I Mean #Twitter o_O
9EuF5ctpS7,Charlotte Moore,Dpcl4mpPxB,Incredible Life of the Ancient World,1902-11-04,RT @Kcyoungboss: RT @nine_oh SIMPLY DA BEST ON #TWITTER MY TWEEPS @Kcyoungboss @JenniferWarters @TONYTECH818 @Kozak2012 @3010lys @TheLeg ...
wC7XMygnAJ,Ivy Williams,tfZV8RQopP,Incredible Story in the Future,1958-05-07,@msantram I want @apple to integrate Siri with @Quora.
r8pZxFPRo5,Mia Johnson,qq8Wp2J25v,Amazing Adventure of the Ancient World,1978-03-19,Complimenti sinceri ad @apple per #IOS5 va benissimo su #iPhone e #iPad
2C9Upy3ysx,Henry Hall,Ck9zxzCDTj,Incredible Journey Beyond the Stars,1993-08-11,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
nzB8GQC6KB,Lucas Williams,7h5oDtQMyV,Incredible Story of the Ancient World,2017-12-10,Galaxy Nexus: El nuevo teléfono de Google y Samsung - Gizmología http://t.co/yUYG3KF6 #google
IELmnqEyGq,Jacob Williams,i2TXLoqJRk,Magical Adventure in the Future,2011-11-12,"#Microsoft, war lang still um dich: Unified Extensible Firmware Interface #UEFI http://t.co/AdGfbm1V"
dPL882YWV8,Henry Garcia,P3cSMWZnaV,Fantastic Secret in the Future,1920-10-23,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks."
yXGo3Y6CJV,Amelia Williams,eEjH52hsW4,Amazing Life in the Future,2010-01-08,@Bonita1108 es pura envidia xq @Apple no te ha regalado nada con o sin fallas #VivaBlackBerry
OBU9wYs3Rv,Emma Martinez,JcdCsNwqSu,Magical Life in the Mountains,1917-12-31,Whats a good #twitter ap for #iOS that links to #FB accounts to post links? #help
6uz3Qq5KFn,Ivy Lee,ql1EzGdCCJ,Fantastic Story in the Mountains,2005-09-26,#twitter keeps me company when i can't sleep! (:
OfJslLuRHe,Mia Thomas,pLU3fBwRol,Fantastic Secret in the Mountains,1923-01-11,On Google+ then go here http://t.co/XP4apWAH #GPlus #Googleplus #Google #teamfollowback #socialnetwork
UsU1zorKtG,Alice Martin,hiVsGO3j1K,Mysterious Journey Beyond the Stars,1967-09-18,#Google releases an Infinite Digital Bookcase http://t.co/12AuhZ6o by @MeghanKel
Ki00Ti7yeG,Carol Brown,sAHPFnmQ2z,Amazing Story Beyond the Stars,1953-05-31,waiting for Jacob @fairview @apple storeee
lDk4l5i2uK,Liam Harris,bdhZ34Wkfw,Fantastic Story in the Mountains,2001-08-22,Alguien ha escuchado hablar de #blaving ? Es parecido al #twitter pero con voz ;)
gJwzQASIzc,Mason White,Xucsd7Ck0F,Incredible Adventure in the Future,1977-05-27,que quieren decir las listas en #Twitter???
V7KqPhsLB0,Sophia Miller,e9QkEgoM1o,Mysterious Adventure Beyond the Stars,2013-10-20,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/qD1bqVm8"
Z4c6crDZWF,Ethan Jones,I42abfry5Y,Amazing Adventure in the Mountains,1962-07-29,#microsoft satisfait d'avoir rate #yahoo depuis quand les échecs sont des victoires? M #ballmer va falloir laisser la place a un visionnaire
MLYX4uo9ed,Olivia Harris,FBnt6yf8K4,Amazing Life of the Ancient World,1907-08-02,@lukerussell1 #iWantAnAutomaticPromotion and we'll be running #Microsoft before you know it.
FT4mxOuoSo,David Lee,wVQ1oLPMgd,Amazing Journey in the Mountains,1945-10-06,"Google Docs presentation makes PowerPoint weep, beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha"
FIUKrCBtEe,David Thomas,dCj2ldR0e8,Amazing Journey in the Mountains,1960-05-25,#google you do have a journ degree correct? RT @SZimms: Who know how to format an annotated bibliography in APA style?
jRjhaOC0KU,Evelyn Hall,jZI7cCnAa2,Fantastic Secret in the Future,1908-02-29,Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/cxovk5WW #buildingwindows8 @buildwindows8 #tech #microsoft
afC13htG6E,Henry Martin,eKBRawTv1B,Mysterious Story of the Ancient World,1926-02-02,Доступна официальная Google-страница Galaxy Nexus http://t.co/99TAk4lC #nexus #google #galaxy
g0BC4qtxzY,Ivy Brown,ZIhwrlJ4LF,Fantastic Story Under the Sea,1966-03-05,Nueva #Consola #Xbox en curso: #LinkedIn http://t.co/VUzmZEzv #Microsoft #Xbox360 #Xbox720 #Twitter via @ZthaeDigital
N1Z4Kc4o88,Isabella Robinson,VSoa3lZTMm,Mysterious Journey Under the Sea,1944-06-22,Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft
gnBjQFSa38,Isabella Perez,LwFBpUsyfr,Magical Story in the Future,1985-04-16,"RT @elishiawindfohr: #Twitter: Each second there are 2900 new tweets, for a total of 250 million per day and 7.5 billion per month. Rate ..."
3lRIydxTDh,Logan Lewis,4ZYkRIVtRO,Amazing Journey Beyond the Stars,1901-11-27,@leg3nd @apple the new iPhone?
JNvZJrC0CO,Noah Miller,hG771loC7C,Mysterious Story in the Future,1975-07-23,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
biQEfqgsMw,Jacob Williams,ngQfq7c12a,Fantastic Life Beyond the Stars,1993-02-10,"228MB for what is basically a glorified chat client.  Oh, Microsoft.  #lync #microsoft http://t.co/oktrAysu"
rM7Q4pRbxK,Evelyn Thompson,0JccBJORVS,Mysterious Story in the Future,1954-03-15,"RT @Crazy_Golfer: ""If you lose followers on #Twitter don't worry even Jesus lost followers"" ~Unknown #quote via @smqueue"
YqT6cxUT6z,Alice Lee,T7Wsck8srC,Incredible Life Beyond the Stars,2014-12-03,"Cachando que @markrussinovich, aparte de ser un maestro #geek, también escribe novelas http://t.co/OcTuUYlo #microsoft"
1nsP56v1Ya,Abigail Rodriguez,KRvFwE2ZsQ,Magical Story Under the Sea,1915-11-02,Many new features for Android. #NexusPrime #Google
WEzP5ibCuH,David Johnson,Km6yMpC3cr,Magical Adventure Under the Sea,1995-06-01,"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats"
nhi6VO8w7o,Mia Martin,JEiqUL02HM,Incredible Story Beyond the Stars,1964-11-25,"Samsung Galaxy Nexus announced, full specs available  http://t.co/VNGazg48  #samsung #galaxy #nexus #google #android #ics #thetechcheck"
Y2b9t70FV8,Lucas Harris,FXBHSAeWIr,Magical Secret in the Mountains,2010-04-29,@matudelatower Se dieron cuenta que si ponen la T de #Twitter dada vuelta queda la F de #Facebook?  // PLOP PLOP PLOP
Tvquhu87um,Mia Garcia,Yq6QdLsgMm,Fantastic Journey Beyond the Stars,1976-03-31,SO I HAD HER MAKE A #TWITTER SHE'S HOT & SEXY EVERY ONE FOLLOW ONE 1 MA NEW FOLLOWER'S @Rocioo08 LEGOOO! ! !
MtP88pCBnO,Ava Moore,Hj9GavI5fV,Fantastic Story of the Ancient World,1915-09-12,RT @MizzSpicey: #TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @DrunkedOutTeezy
BakoForsx3,Amelia Harris,WjcXBkmgmn,Mysterious Life Beyond the Stars,1912-03-04,"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShat ..."
57FwZ5BL02,Noah Brown,k41kH5aXI5,Fantastic Secret in the Future,1912-10-05,Ice Cream Sandwich Android: #IceCreamSandwichAndroid  #Ice #Cream #Sandwich #Android http://t.co/pVRaHhxR #google #youtube
ukE7DxEEm2,Logan Moore,4tJdyp1K6y,Fantastic Journey Beyond the Stars,1950-08-28,#Android #Google Galaxy Nexus http://t.co/GXVKqi6z #DhilipSiva
C36NCd2pHJ,Aiden Robinson,CsDKsfWD6z,Magical Story in the Mountains,1902-07-18,"RT @Ashu180489: Progress is a Process , Surprised to see a sensible topic trending worldwide in #twitter"
USl6FAs2Ih,Noah Lee,jf8CQHpN1T,Fantastic Story Under the Sea,1955-01-05,Tja steve als het te #moeilijk voor je wordt kun je maar beter stoppen #microsoft #fail #enjekomttelaatmetjetoestel http://t.co/0IBnA2aV
FiVtNJ0i2m,Aiden Brown,l0c0nhNaRD,Fantastic Life in the Future,2011-02-21,#Microsoft #Cloud GSA Loses $2.5 Billion Cloud Contract Fight: Google recently dropped a case against the D... http://t.co/cObJRw66 #TCN
RSyHt4GSdI,Lucas Gonzalez,iW4eZSeKle,Amazing Life in the Mountains,2017-08-20,Sounds like #CJ20K is going down sooner than later. #twitter #lookout
Jjsnsn6zNj,Jack Hernandez,jr6aaDuzZA,Magical Story of the Ancient World,1951-06-24,iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet
L9K0qkIUAg,Mia Brown,n95RumbCYK,Magical Secret of the Ancient World,1950-08-03,Wyszukuj jak Anja Rubik (albo Colin Farrell) z #Microsoft http://t.co/1KHSfK8k
GQUwo1q6fC,David Martinez,e3dNa95c6c,Amazing Adventure in the Mountains,1967-12-08,RT @danysaadia: @ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?
o0MG3UhmUY,Charlotte Martin,4yiysbaL4L,Magical Journey Under the Sea,1959-04-07,#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google
DkFeSUYP62,Charlotte Miller,UYfrwBilKa,Amazing Adventure Beyond the Stars,1946-10-03,"#Microsoft quarterly earnings out tomorrow, here's what to expect: http://t.co/YpTCBeON"
MJQrdmrxrP,Emma Martinez,t7S00bdMfx,Magical Secret Beyond the Stars,1926-11-30,Never purchasing another item from @apple.
6LzwP17OVA,David Jackson,XHDvaYfw8x,Incredible Adventure Under the Sea,2006-06-23,enjoy  #Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/vKjwATSr great
B6H2bg1KWd,Matthew Gonzalez,1h5VSBf91J,Magical Secret in the Mountains,1962-03-11,"RT @ChWilhelm: #Google Wallet adds #coupons, rewards, and more #retail partners http://t.co/1s3wWs54 #li"
2SVbwXESwz,Ava Martin,qpGsFl6dmN,Incredible Journey Under the Sea,1900-08-23,#Twitter donde las peleas entre personas son mas comunes que frutas en un mercado.
U6ViuD6boG,Amelia Hernandez,b33F3bkrZI,Incredible Story Under the Sea,1908-07-09,Spotify lanza aplicación para BlackBerry http://t.co/Sgsy2bw0 #web #microsoft #tecnologia #web
jMZtfhKF81,Grace Clark,9RCBLbY4UA,Incredible Secret Under the Sea,2014-10-15,"Ooh for fuck's sake!! RT @gernijkamp Ah, Steve Ballmer..! Altijd goed voor een fijn lachmomentje: htl.li/72ad7 #microsoft #iphone"
rMUDvFlD4C,Logan Thompson,6MhWshC1Ov,Amazing Journey in the Mountains,1991-12-14,http://t.co/sb8geEVB ağzına sıçmaya geliyoruz #apple ve #microsoft
o9zK0oWEMu,Henry Harris,A6zUzeFb1W,Magical Life in the Future,1999-02-02,#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA
NrMBp7D9Cl,Lucas White,7CpGLuwJg2,Incredible Life Under the Sea,1957-11-03,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
jJtF0iUYAm,Frank Anderson,bNdpaGABkP,Incredible Adventure Under the Sea,1991-09-24,RT @lcashdol: Too bad #google didn't have a tribute graphic for #DennisRitchie.
7WvxzGFHnZ,Charlotte Thompson,81oRwUYwez,Fantastic Life Under the Sea,1984-04-15,I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!
fU3DrfXwoa,Daniel Thompson,8jRPdxGo0k,Mysterious Adventure Beyond the Stars,1977-05-01,"Out of #curiosity, #doesanyoneknow if it's against the #Twitter #TOS to use #hashtags so #eggregiously as I seem to be doing #tonight?"
UthgzmH73E,David Jones,SRNKEdjfMs,Magical Secret of the Ancient World,1980-01-04,#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google
Z8m4N3Z4by,Daniel Brown,naXSH0uhWw,Magical Journey Beyond the Stars,1995-06-13,Shit! Que la gente no sabe que existe #Twitter cambian de estado en #BBM y en #FB mas que el pañal de un recien nacido.!
JfF6ikKtKT,Matthew Miller,4HGCBRVyR0,Incredible Secret Under the Sea,1901-04-10,"Funny how social networks prod you to be always on ya keypad, #twitter-what's happening, #Fb-what's on your mind?"
CEluSyHXZ1,Jacob Perez,D2R8unGPfH,Incredible Life Beyond the Stars,2020-03-31,RT @newsgrape_de: 3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http://j.mp/mSOETz #hack
L0eHB5lUGz,Evelyn Thomas,vQuKwjeW2z,Mysterious Journey in the Mountains,1978-11-02,#Microsoft and #Nokia Announce suite of ‘Microsoft Apps’ for Nokia’s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75
toJtTFrDLl,Matthew Johnson,A46FgpIrlT,Incredible Adventure Beyond the Stars,1928-02-04,"Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin"
P8uKWaQCDQ,Olivia Wilson,Kk0zLEEFim,Incredible Life of the Ancient World,1987-03-07,"http://t.co/h1IH7FN6 مايكروسوفت تقوم بتطوير تقنية تمكنك من استخدام يدك كهاتف

#Technology #Microsoft #NeW"
y5VI8f8We3,Frank Miller,ovBtgRoaiE,Amazing Adventure of the Ancient World,1934-11-06,"#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva"
twexFjs922,Daniel Brown,gt1WERzyrN,Mysterious Journey Under the Sea,2003-10-02,Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz
IA7N7Q3kw0,Sophia Walker,PYcCzfivhx,Mysterious Adventure in the Mountains,1986-02-17,#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...
UoAoobJUsT,David Thomas,4nNt0Rvunh,Incredible Adventure Beyond the Stars,1939-01-15,#Twitter Off A Mimir Tempranitoo Muahh Los Quiero A Todos Que Duerman bn
mhctpBH3rr,Ethan Anderson,JEpuSVWEtT,Amazing Secret in the Future,1932-12-22,Niemiecki rząd uruchomił w środę własny kanał na YouTube - Wiadomosci 24: Niemiecki rząd uruchomił w śr... http://t.co/n6Wp2QZv #twitter
cYznj1pCSC,Jack Rodriguez,gOKp6Qqj2i,Mysterious Life Beyond the Stars,1916-10-24,#Google's #Android 4.0 Development Plan: Make Android Prettier http://t.co/7X0OFPuq @paidcontent
jcyA9JCPUb,Charlotte Gonzalez,n4oUtccdnl,Fantastic Journey Under the Sea,1952-10-05,@Samsung wants to ban @Apple iPhone 4S in Japan and Australia. http://t.co/hWA4tWIc #smartphonewar
Gyf0mbvyOF,Grace Taylor,OppIpireEv,Incredible Adventure of the Ancient World,1955-01-31,Ballmer: We’re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud
1QJZIA58Nz,Liam Thompson,6aMVMVYQ65,Magical Adventure in the Future,1904-01-09,BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet
NJMKrrfWIp,Evelyn Smith,fZmi8sce2X,Incredible Journey in the Mountains,1996-09-14,Saints Row: The Third and doughnuts for dinner http://t.co/tZm4fD4w #microsoft #pc
0Lpus4lP9j,Jacob Walker,WFVqLnlODw,Fantastic Secret Under the Sea,1901-11-26,Nueva tecnología táctil emula funcionalidad del monitor #Microsoft #Kinect http://t.co/QUAK6947
q2llyS7OPt,Daniel Hernandez,6GLxUsjZaW,Incredible Secret Beyond the Stars,2017-11-27,RT @twandroid: Messagerie vocale directement dans ICS #google #nexusprime
NSnur3iWmv,Bob Thomas,QAPZYqoPwa,Incredible Story of the Ancient World,1985-07-05,Presentation fail. #Google #Samsung
tnbrQH1jKd,Ava Robinson,pTIwsJGQ6P,Magical Secret in the Mountains,1927-02-18,Microsoft adCenter Promo Code – Free $25 credit http://t.co/XwC7xvK8 #webhostingcoupon #adcenter #code #credit #free #microsoft #promo
nfrJ2MT48p,Noah Lee,HZGiXbloEd,Magical Adventure Beyond the Stars,1979-08-25,@apple store NY
a9rzQazz7b,Evelyn Hall,BFBCAAJXNF,Mysterious Adventure Under the Sea,1954-12-10,Sigo resentida porque yo quería ver solamente a cobra ☺ @Evenpro para la próxima no metan tanto la pata! #Twitter OFF
4l5aPBu1iy,Eve Smith,Loj0kZcDyr,Fantastic Adventure in the Future,1914-11-02,Una porquería las páginas web hechas en .asp y pensar que muchas paginas del gobierno trabajan sobre esta tecnologia de #Microsoft
2YMUkdkgzu,Carol Hernandez,oJvsZnO2tT,Mysterious Secret Beyond the Stars,1937-06-09,#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad
wY4FtKUToH,Carol Lee,I4YT04Hu6z,Amazing Life in the Mountains,2002-01-16,Mi nuevo amor #Twitter *O* Facebook qedo atras! :DD Lo cerrare despues de mi cumpleaños & me qedare con twatter para 100pre! ^^ (:
yTTuEhzw9V,Matthew White,Q0oVXTUVHF,Incredible Secret Under the Sea,2001-01-17,Nokia to reveal multiple Windows Phone devices next http://t.co/0CIUtecX #mobile #nokia #microsoft
xVm5HuBqe9,Evelyn Robinson,4NClVwVSwN,Fantastic Story in the Future,1937-05-19,"Seeking a Manager of IT for Immediate Hire in Sterling, VA! Send resumes to julia.snik@rht.com for consideration! #dcjobs #cisco #microsoft"
KvCZ5FUlzL,Mia Garcia,wy566lljtr,Incredible Life in the Future,1952-04-12,"RT @Azizshalan: تويتر: قريباً بإمكان اي مستخدم الرجوع لتغريداتة القديمة والرسائل الخاصة ايضاً 

#GoodNews
 #Twitter"
jIwovfRvvk,Bob Wilson,GpettrLwNB,Fantastic Story in the Mountains,2014-11-02,"need #facebook fans, #twitter followers and #youtube views by nvida2: i need… http://t.co/tK6IHH2B #freelance #job"
mKr87RZVGg,Matthew Wilson,EplWUZnW8u,Magical Secret in the Mountains,1973-04-06,@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook
sobeHtXjko,Mason Martin,9NAZiResB8,Magical Secret in the Future,1995-01-16,RT @twandroid: Possibilité de ne sélectionner qu'une période et savoir pour chaque app combien de data a été utilisé #google #nexusprime
oAXzqeRWdm,Olivia Martin,KzEV5F8af0,Fantastic Life Under the Sea,1964-03-30,"AsiaClassifiedToday: Adopting solar leasing programmes in Singapore, by Rachel Wong - eco-bus... http://t.co/l1V1gUIG #asia #google #ads"
SO84RMcr7F,Daniel Thompson,XmqfYZe5u5,Amazing Story Beyond the Stars,2004-09-20,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
8nRa2qHSms,Henry Brown,OLxttNtF1j,Incredible Adventure of the Ancient World,1964-09-17,Great up close & personal event @Apple tonight in Regent St store!
tsqA31T8yP,Sophia Thompson,g3eSNdMFee,Magical Adventure in the Mountains,1970-08-05,Check this video out -- Steve Ballmer: We were lucky not to buy Yahoo! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer
2y0BttNEP9,Noah Clark,p1ub9Jfj61,Incredible Adventure in the Mountains,1976-11-12,ZappTek iPDA v4.5.1 http://t.co/JBs0dUyq #ipad #microsoft #mp4
bqtpd9TAlB,Aiden Walker,culFBRhd2e,Mysterious Adventure in the Future,1940-09-27,So im about to make another #twitter account since this one fucked up
PduV7mmWhx,Matthew Perez,OV04jho6r8,Magical Life Beyond the Stars,1978-07-05,I have to change my homepage from @apple.  Steve Jobs looks like an owl
MPt381KSTA,Abigail Rodriguez,jBXb74ypdE,Mysterious Secret Under the Sea,1965-02-12,@YasserDVM jaja ya vez una qe es ineligene y estudia en #Twitter jajaj ntc
FEiSFtG0up,Matthew Harris,JwtOP9TMa9,Amazing Journey in the Mountains,1932-12-28,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software."
Sk9Nutd3FO,Daniel Martinez,038RV2holB,Amazing Journey in the Mountains,2003-09-19,RT @rishij_pune: #google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawados ...
R1xyAHqqFE,Charlotte Clark,hmfCdOQg6h,Mysterious Life of the Ancient World,1995-09-19,RT @diegocambiaso: #Microsoft en el futuro: Kinect y su tecnología avanzada http://t.co/kjiGyuFr
5RZy5wgeFv,Jack Perez,CofCs8MCIZ,Mysterious Journey in the Future,1953-05-30,"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it."
AeMu1sixGV,Grace Lopez,t36ZsoHLgr,Magical Life Beyond the Stars,2015-10-29,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/kHTDQSHo"
QIQqH28s7M,Daniel Martinez,KCdZjTLIGk,Mysterious Journey Beyond the Stars,1967-04-28,#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars
ggv8JGH1ZA,Sophia Miller,dg3v3pqzUj,Fantastic Journey Under the Sea,1910-05-04,"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help"
KQkvLVodCb,Grace Lewis,nzhrH55vw3,Fantastic Secret Under the Sea,1968-09-09,"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing"
QgBjt2DPPG,Bob Robinson,Zq5v94nbuW,Fantastic Journey in the Mountains,1995-07-04,#iOS5 op iPad 2 geïnstalleerd. Tijdrovend en bepaald niet probleemloos. @Apple gaat meer en meer de #Windows kant op. ;-(
fvR3T0frUX,Mason Clark,i7mLqEppSV,Mysterious Journey of the Ancient World,1910-09-14,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
3ocD53N7kT,Carol Hall,ZY5XyimF7K,Incredible Secret of the Ancient World,2006-05-20,Deiixando o #twitter BOA NOITE a todos qual quer coisa só chamarem no facebook! http://t.co/LOeZAYeE #FUI
64bZDSKkLg,Isabella Brown,Pig1jjkWQI,Fantastic Story Beyond the Stars,1996-06-10,#Microsoft's Ballmer: We're Building Windows Server 8 Around Cloud - well I guess thats makes sense!
c6ZscSMHMc,Jack Lewis,4pOtJff7i0,Incredible Secret Under the Sea,1900-09-10,#Twitter Thank you.Read those great tweets.helps live better! :) Bows.
7ohSn5kc1i,Abigail Hall,7FD9R8vYRF,Magical Life in the Mountains,2010-02-12,"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk"
JQl0z3v2NX,Bob Martinez,qlXctJdcmd,Fantastic Life Beyond the Stars,2002-06-25,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter
0Ebj0p5Raw,Bob Wilson,h93VICSE43,Incredible Adventure Under the Sea,1956-05-17,Microsoft's Steve Ballmer attacks Android phones http://t.co/ExByurKL #windows #android #microsoft #google
mutE6mBS2W,Grace Johnson,tuD9qwtFdM,Fantastic Secret Under the Sea,1959-08-14,Samsung Galaxy Nexus: Android 4.0 Smartphone Unveiled : http://t.co/b5jmtr1L #android #google #mobile #news
kFb11fY49B,Noah Martin,jq21pxhVgi,Fantastic Story Beyond the Stars,2008-02-05,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin
TCFQWPMbCN,Alice Walker,InBF3Aa7Pv,Incredible Secret of the Ancient World,1978-05-10,Bob Harper: #BobHarper  #Bob #Harper http://t.co/hnAMTNzh #google #youtube
yt4f0ezF7g,Carol Lewis,IsqaanB15j,Magical Journey of the Ancient World,2005-11-12,20 min line @apple store @short pump.
KjhUs4ttqJ,Ava Davis,CknyL8vpA7,Amazing Journey Under the Sea,1953-04-16,#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd
A11JRDdkBb,Frank Smith,uXKZv7Gbcm,Incredible Life in the Future,1934-04-03,Are these guests on Samsung and Google event mostly Chinese? Wow! They're boring. #Google #Samsung
0Hta1iTv87,Daniel Johnson,xHvz1qSx2I,Mysterious Adventure in the Mountains,2007-01-19,Windows 7 Roadmap = #Windows #8 Roadmap: M3 final 6.1.6801 (7) and 6.2.8102 (8). #Beta at #CES? :O #Microsoft
x1Pht6pxfL,Noah Lopez,HT7p8tOW2t,Incredible Journey Beyond the Stars,1922-07-31,"i like big glutus & i cannot lie
#GOOGLE"
